event_id,timestamp,machine_id,plc_name,tag_name,tag_value,data_type,event_type,product_code,batch_id,shift,source_system
59053,2026-01-30T10:47:04.793Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-A,BATCH-1011,DAY,synthetic_plc
59054,2026-01-30T10:47:04.982Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59055,2026-01-30T10:47:05.022Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59056,2026-01-30T10:47:05.147Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59057,2026-01-30T10:47:05.401Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59058,2026-01-30T10:47:05.562Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,43.36,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59059,2026-01-30T10:47:05.614Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,111.3,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59060,2026-01-30T10:47:05.855Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,141.52,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59061,2026-01-30T10:47:06.038Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Main motor speed percent,102.25,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59062,2026-01-30T10:47:06.272Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Vision inspection complete,1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59063,2026-01-30T10:47:06.355Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-A,BATCH-1011,DAY,synthetic_plc
59064,2026-01-30T10:47:06.524Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59065,2026-01-30T10:47:06.569Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59066,2026-01-30T10:47:06.693Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59067,2026-01-30T10:47:06.986Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59068,2026-01-30T10:47:07.177Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,47.51,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59069,2026-01-30T10:47:07.261Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,112.93,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59070,2026-01-30T10:47:07.495Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,142.84,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59071,2026-01-30T10:47:07.679Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Main motor speed percent,100.43,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59072,2026-01-30T10:47:07.934Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Vision inspection complete,1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59073,2026-01-30T10:47:08.044Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-A,BATCH-1011,DAY,synthetic_plc
59074,2026-01-30T10:47:08.244Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59075,2026-01-30T10:47:08.285Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59076,2026-01-30T10:47:08.410Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59077,2026-01-30T10:47:08.631Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59078,2026-01-30T10:47:08.805Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,44.74,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59079,2026-01-30T10:47:08.861Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,111.9,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59080,2026-01-30T10:47:09.075Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,141.84,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59081,2026-01-30T10:47:09.224Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Main motor speed percent,100.11,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59082,2026-01-30T10:47:09.476Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Vision inspection complete,1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59083,2026-01-30T10:47:09.514Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-A,BATCH-1011,DAY,synthetic_plc
59084,2026-01-30T10:47:09.716Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59085,2026-01-30T10:47:09.751Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59086,2026-01-30T10:47:09.874Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59087,2026-01-30T10:47:10.168Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59088,2026-01-30T10:47:10.317Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,44.59,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59089,2026-01-30T10:47:10.377Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,109.05,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59090,2026-01-30T10:47:10.600Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,142.54,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59091,2026-01-30T10:47:10.786Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Main motor speed percent,99.05,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59092,2026-01-30T10:47:11.010Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Vision inspection complete,1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59093,2026-01-30T10:47:11.102Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-A,BATCH-1011,DAY,synthetic_plc
59094,2026-01-30T10:47:11.282Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59095,2026-01-30T10:47:11.325Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59096,2026-01-30T10:47:11.428Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59097,2026-01-30T10:47:11.716Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59098,2026-01-30T10:47:11.833Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Network diagnostic counter,5841,DINT,COUNTER_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59099,2026-01-30T10:47:11.889Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,44.95,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59100,2026-01-30T10:47:11.968Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,109.99,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59101,2026-01-30T10:47:12.148Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,140.88,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59102,2026-01-30T10:47:12.390Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Main motor speed percent,98.33,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59103,2026-01-30T10:47:12.617Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Vision inspection complete,1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59104,2026-01-30T10:47:12.709Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-A,BATCH-1011,DAY,synthetic_plc
59105,2026-01-30T10:47:12.890Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59106,2026-01-30T10:47:12.926Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59107,2026-01-30T10:47:13.058Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59108,2026-01-30T10:47:13.358Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59109,2026-01-30T10:47:13.502Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,41.37,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59110,2026-01-30T10:47:13.543Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,110.14,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59111,2026-01-30T10:47:13.742Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,141.01,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59112,2026-01-30T10:47:13.996Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Main motor speed percent,98.21,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59113,2026-01-30T10:47:14.224Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Vision inspection complete,1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59114,2026-01-30T10:47:14.298Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-A,BATCH-1011,DAY,synthetic_plc
59115,2026-01-30T10:47:14.482Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59116,2026-01-30T10:47:14.521Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59117,2026-01-30T10:47:14.646Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59118,2026-01-30T10:47:14.893Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59119,2026-01-30T10:47:15.042Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,39.05,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59120,2026-01-30T10:47:15.089Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,113.25,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59121,2026-01-30T10:47:15.258Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,140.35,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59122,2026-01-30T10:47:15.485Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Main motor speed percent,99.21,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59123,2026-01-30T10:47:15.670Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Vision inspection complete,1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59124,2026-01-30T10:47:15.772Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-A,BATCH-1011,DAY,synthetic_plc
59125,2026-01-30T10:47:15.925Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59126,2026-01-30T10:47:15.967Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59127,2026-01-30T10:47:16.084Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59128,2026-01-30T10:47:16.357Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59129,2026-01-30T10:47:16.538Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,42.51,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59130,2026-01-30T10:47:16.576Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,107.72,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59131,2026-01-30T10:47:16.771Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,140.61,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59132,2026-01-30T10:47:17.004Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Main motor speed percent,98.47,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59133,2026-01-30T10:47:17.211Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Vision inspection complete,1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59134,2026-01-30T10:47:17.302Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-A,BATCH-1011,DAY,synthetic_plc
59135,2026-01-30T10:47:17.499Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59136,2026-01-30T10:47:17.533Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59137,2026-01-30T10:47:17.657Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59138,2026-01-30T10:47:17.960Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59139,2026-01-30T10:47:18.111Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,42.58,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59140,2026-01-30T10:47:18.181Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,117.83,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59141,2026-01-30T10:47:18.399Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,140.93,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59142,2026-01-30T10:47:18.576Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Main motor speed percent,99.4,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59143,2026-01-30T10:47:18.828Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Vision inspection complete,1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59144,2026-01-30T10:47:18.928Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-A,BATCH-1011,DAY,synthetic_plc
59145,2026-01-30T10:47:19.098Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59146,2026-01-30T10:47:19.128Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59147,2026-01-30T10:47:19.249Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59148,2026-01-30T10:47:19.488Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59149,2026-01-30T10:47:19.641Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,39.5,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59150,2026-01-30T10:47:19.695Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,110.31,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59151,2026-01-30T10:47:19.899Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,142.2,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59152,2026-01-30T10:47:20.059Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Main motor speed percent,99.03,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59153,2026-01-30T10:47:20.263Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Vision inspection complete,1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59154,2026-01-30T10:47:20.339Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-A,BATCH-1011,DAY,synthetic_plc
59155,2026-01-30T10:47:20.521Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59156,2026-01-30T10:47:20.562Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59157,2026-01-30T10:47:20.660Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59158,2026-01-30T10:47:20.956Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59159,2026-01-30T10:47:21.089Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,43.76,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59160,2026-01-30T10:47:21.152Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,102.64,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59161,2026-01-30T10:47:21.348Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,140.61,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59162,2026-01-30T10:47:21.553Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Main motor speed percent,100.25,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59163,2026-01-30T10:47:21.762Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Vision inspection complete,1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59164,2026-01-30T10:47:21.813Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-A,BATCH-1011,DAY,synthetic_plc
59165,2026-01-30T10:47:22.009Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59166,2026-01-30T10:47:22.045Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59167,2026-01-30T10:47:22.175Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59168,2026-01-30T10:47:22.453Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59169,2026-01-30T10:47:22.646Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,47.78,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59170,2026-01-30T10:47:22.695Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,115.67,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59171,2026-01-30T10:47:22.928Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,141.78,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59172,2026-01-30T10:47:23.117Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Main motor speed percent,103.05,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59173,2026-01-30T10:47:23.348Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Vision inspection complete,1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59174,2026-01-30T10:47:23.439Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-A,BATCH-1011,DAY,synthetic_plc
59175,2026-01-30T10:47:23.659Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59176,2026-01-30T10:47:23.693Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59177,2026-01-30T10:47:23.804Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59178,2026-01-30T10:47:24.075Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59179,2026-01-30T10:47:24.230Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,44.05,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59180,2026-01-30T10:47:24.279Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,107.34,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59181,2026-01-30T10:47:24.446Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Sealing temperature actual,142.6,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59182,2026-01-30T10:47:24.657Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Main motor speed percent,95.49,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59183,2026-01-30T10:47:24.858Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Vision inspection complete,1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59184,2026-01-30T10:47:24.942Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Reject blowoff command,0,BOOL,STATE,FG-A,BATCH-1011,DAY,synthetic_plc
59185,2026-01-30T10:47:25.127Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59186,2026-01-30T10:47:25.169Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Monitoring home position (CAM004),0,BOOL,FALLING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59187,2026-01-30T10:47:25.257Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Infeed product present,1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59188,2026-01-30T10:47:25.548Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,Film registration mark detected,1,BOOL,RISING_EDGE,FG-A,BATCH-1011,DAY,synthetic_plc
59189,2026-01-30T10:47:25.688Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rAngleSealingCrimper,40.33,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
59190,2026-01-30T10:47:25.747Z,SYNTH_PACK_LINE_01,SYNTH_PLC_01,rPercSealingAngle,108.48,REAL,ANALOG_SAMPLE,FG-A,BATCH-1011,DAY,synthetic_plc
