cycle_index,cycle_start_time,cycle_end_time,cycle_ms,product_code,batch_id,shift,fault_mode,is_long_gap,is_abnormal_cycle
5062,2026-01-30T10:24:40.749Z,2026-01-30T10:24:42.296Z,1547,FG-A,BATCH-1010,DAY,normal,0,0
5063,2026-01-30T10:24:42.296Z,2026-01-30T10:24:43.941Z,1645,FG-A,BATCH-1010,DAY,normal,0,0
5064,2026-01-30T10:24:43.941Z,2026-01-30T10:24:45.550Z,1609,FG-A,BATCH-1010,DAY,normal,0,0
5065,2026-01-30T10:24:45.550Z,2026-01-30T10:24:47.118Z,1568,FG-A,BATCH-1010,DAY,normal,0,0
5066,2026-01-30T10:24:47.118Z,2026-01-30T10:24:48.774Z,1656,FG-A,BATCH-1010,DAY,normal,0,0
5067,2026-01-30T10:24:48.774Z,2026-01-30T10:24:50.241Z,1467,FG-A,BATCH-1010,DAY,normal,0,0
5068,2026-01-30T10:24:50.241Z,2026-01-30T10:24:51.834Z,1593,FG-A,BATCH-1010,DAY,normal,0,0
5069,2026-01-30T10:24:51.834Z,2026-01-30T10:24:53.581Z,1747,FG-A,BATCH-1010,DAY,normal,0,0
5070,2026-01-30T10:24:53.581Z,2026-01-30T10:24:55.174Z,1593,FG-A,BATCH-1010,DAY,normal,0,0
5071,2026-01-30T10:24:55.174Z,2026-01-30T10:24:56.709Z,1535,FG-A,BATCH-1010,DAY,normal,0,0
5072,2026-01-30T10:24:56.709Z,2026-01-30T10:24:58.478Z,1769,FG-A,BATCH-1010,DAY,normal,0,0
5073,2026-01-30T10:24:58.478Z,2026-01-30T10:25:00.023Z,1545,FG-A,BATCH-1010,DAY,normal,0,0
5074,2026-01-30T10:25:00.023Z,2026-01-30T10:25:05.004Z,4981,FG-A,BATCH-1010,DAY,jam_recovery,0,1
5075,2026-01-30T10:25:05.004Z,2026-01-30T10:25:12.858Z,7854,FG-A,BATCH-1010,DAY,long_gap,1,1
5076,2026-01-30T10:25:12.858Z,2026-01-30T10:25:14.311Z,1453,FG-A,BATCH-1010,DAY,normal,0,0
5077,2026-01-30T10:25:14.311Z,2026-01-30T10:25:16.086Z,1775,FG-A,BATCH-1010,DAY,normal,0,0
5078,2026-01-30T10:25:16.086Z,2026-01-30T10:25:17.802Z,1716,FG-A,BATCH-1010,DAY,normal,0,0
5079,2026-01-30T10:25:17.802Z,2026-01-30T10:25:19.559Z,1757,FG-A,BATCH-1010,DAY,normal,0,0
5080,2026-01-30T10:25:19.559Z,2026-01-30T10:25:21.236Z,1677,FG-A,BATCH-1010,DAY,normal,0,0
5081,2026-01-30T10:25:21.236Z,2026-01-30T10:25:23.035Z,1799,FG-A,BATCH-1010,DAY,normal,0,0
5082,2026-01-30T10:25:23.035Z,2026-01-30T10:25:24.650Z,1615,FG-A,BATCH-1010,DAY,normal,0,0
5083,2026-01-30T10:25:24.650Z,2026-01-30T10:25:26.257Z,1607,FG-A,BATCH-1010,DAY,normal,0,0
5084,2026-01-30T10:25:26.257Z,2026-01-30T10:25:27.887Z,1630,FG-A,BATCH-1010,DAY,normal,0,0
5085,2026-01-30T10:25:27.887Z,2026-01-30T10:25:29.559Z,1672,FG-A,BATCH-1010,DAY,normal,0,0
5086,2026-01-30T10:25:29.559Z,2026-01-30T10:25:31.082Z,1523,FG-A,BATCH-1010,DAY,normal,0,0
5087,2026-01-30T10:25:31.082Z,2026-01-30T10:25:32.783Z,1701,FG-A,BATCH-1010,DAY,normal,0,0
5088,2026-01-30T10:25:32.783Z,2026-01-30T10:25:34.365Z,1582,FG-A,BATCH-1010,DAY,normal,0,0
5089,2026-01-30T10:25:34.365Z,2026-01-30T10:25:35.930Z,1565,FG-A,BATCH-1010,DAY,normal,0,0
5090,2026-01-30T10:25:35.930Z,2026-01-30T10:25:37.516Z,1586,FG-A,BATCH-1010,DAY,normal,0,0
5091,2026-01-30T10:25:37.516Z,2026-01-30T10:25:39.237Z,1721,FG-A,BATCH-1010,DAY,normal,0,0
5092,2026-01-30T10:25:39.237Z,2026-01-30T10:25:40.784Z,1547,FG-A,BATCH-1010,DAY,normal,0,0
5093,2026-01-30T10:25:40.784Z,2026-01-30T10:25:42.484Z,1700,FG-A,BATCH-1010,DAY,normal,0,0
5094,2026-01-30T10:25:42.484Z,2026-01-30T10:25:44.216Z,1732,FG-A,BATCH-1010,DAY,normal,0,0
5095,2026-01-30T10:25:44.216Z,2026-01-30T10:25:45.723Z,1507,FG-A,BATCH-1010,DAY,normal,0,0
5096,2026-01-30T10:25:45.723Z,2026-01-30T10:25:47.274Z,1551,FG-A,BATCH-1010,DAY,normal,0,0
5097,2026-01-30T10:25:47.274Z,2026-01-30T10:25:49.014Z,1740,FG-A,BATCH-1010,DAY,normal,0,0
5098,2026-01-30T10:25:49.014Z,2026-01-30T10:25:50.609Z,1595,FG-A,BATCH-1010,DAY,normal,0,0
5099,2026-01-30T10:25:50.609Z,2026-01-30T10:25:52.266Z,1657,FG-A,BATCH-1010,DAY,normal,0,0
5100,2026-01-30T10:25:52.266Z,2026-01-30T10:25:53.897Z,1631,FG-A,BATCH-1010,DAY,normal,0,0
5101,2026-01-30T10:25:53.897Z,2026-01-30T10:25:55.404Z,1507,FG-A,BATCH-1010,DAY,normal,0,0
5102,2026-01-30T10:25:55.404Z,2026-01-30T10:25:56.960Z,1556,FG-A,BATCH-1010,DAY,normal,0,0
5103,2026-01-30T10:25:56.960Z,2026-01-30T10:25:58.612Z,1652,FG-A,BATCH-1010,DAY,normal,0,0
5104,2026-01-30T10:25:58.612Z,2026-01-30T10:26:00.355Z,1743,FG-A,BATCH-1010,DAY,normal,0,0
5105,2026-01-30T10:26:00.355Z,2026-01-30T10:26:01.864Z,1509,FG-A,BATCH-1010,DAY,normal,0,0
5106,2026-01-30T10:26:01.864Z,2026-01-30T10:26:03.473Z,1609,FG-A,BATCH-1010,DAY,normal,0,0
5107,2026-01-30T10:26:03.473Z,2026-01-30T10:26:05.171Z,1698,FG-A,BATCH-1010,DAY,normal,0,0
5108,2026-01-30T10:26:05.171Z,2026-01-30T10:26:06.617Z,1446,FG-A,BATCH-1010,DAY,normal,0,0
5109,2026-01-30T10:26:06.617Z,2026-01-30T10:26:08.357Z,1740,FG-A,BATCH-1010,DAY,normal,0,0
5110,2026-01-30T10:26:08.357Z,2026-01-30T10:26:09.878Z,1521,FG-A,BATCH-1010,DAY,normal,0,0
5111,2026-01-30T10:26:09.878Z,2026-01-30T10:26:11.641Z,1763,FG-A,BATCH-1010,DAY,normal,0,0
5112,2026-01-30T10:26:11.641Z,2026-01-30T10:26:13.205Z,1564,FG-A,BATCH-1010,DAY,normal,0,0
5113,2026-01-30T10:26:13.205Z,2026-01-30T10:26:14.795Z,1590,FG-A,BATCH-1010,DAY,normal,0,0
5114,2026-01-30T10:26:14.795Z,2026-01-30T10:26:16.534Z,1739,FG-A,BATCH-1010,DAY,normal,0,0
5115,2026-01-30T10:26:16.534Z,2026-01-30T10:26:18.107Z,1573,FG-A,BATCH-1010,DAY,normal,0,0
5116,2026-01-30T10:26:18.107Z,2026-01-30T10:26:19.873Z,1766,FG-A,BATCH-1010,DAY,normal,0,0
5117,2026-01-30T10:26:19.873Z,2026-01-30T10:26:21.507Z,1634,FG-A,BATCH-1010,DAY,normal,0,0
5118,2026-01-30T10:26:21.507Z,2026-01-30T10:26:23.063Z,1556,FG-A,BATCH-1010,DAY,normal,0,0
5119,2026-01-30T10:26:23.063Z,2026-01-30T10:26:24.477Z,1414,FG-A,BATCH-1010,DAY,normal,0,0
5120,2026-01-30T10:26:24.477Z,2026-01-30T10:26:26.027Z,1550,FG-A,BATCH-1010,DAY,normal,0,0
5121,2026-01-30T10:26:26.027Z,2026-01-30T10:26:27.547Z,1520,FG-A,BATCH-1010,DAY,normal,0,0
5122,2026-01-30T10:26:27.547Z,2026-01-30T10:26:29.227Z,1680,FG-A,BATCH-1010,DAY,normal,0,0
5123,2026-01-30T10:26:29.227Z,2026-01-30T10:26:30.940Z,1713,FG-A,BATCH-1010,DAY,normal,0,0
5124,2026-01-30T10:26:30.940Z,2026-01-30T10:26:32.621Z,1681,FG-A,BATCH-1010,DAY,normal,0,0
5125,2026-01-30T10:26:32.621Z,2026-01-30T10:26:34.038Z,1417,FG-A,BATCH-1010,DAY,normal,0,0
5126,2026-01-30T10:26:34.038Z,2026-01-30T10:26:37.869Z,3831,FG-A,BATCH-1010,DAY,jam_recovery,0,1
5127,2026-01-30T10:26:37.869Z,2026-01-30T10:26:39.260Z,1391,FG-A,BATCH-1010,DAY,normal,0,0
5128,2026-01-30T10:26:39.260Z,2026-01-30T10:26:40.951Z,1691,FG-A,BATCH-1010,DAY,normal,0,0
5129,2026-01-30T10:26:40.951Z,2026-01-30T10:26:42.623Z,1672,FG-A,BATCH-1010,DAY,normal,0,0
5130,2026-01-30T10:26:42.623Z,2026-01-30T10:26:44.216Z,1593,FG-A,BATCH-1010,DAY,normal,0,0
5131,2026-01-30T10:26:44.216Z,2026-01-30T10:26:45.896Z,1680,FG-A,BATCH-1010,DAY,normal,0,0
5132,2026-01-30T10:26:45.896Z,2026-01-30T10:26:47.504Z,1608,FG-A,BATCH-1010,DAY,normal,0,0
5133,2026-01-30T10:26:47.504Z,2026-01-30T10:26:49.167Z,1663,FG-A,BATCH-1010,DAY,normal,0,0
5134,2026-01-30T10:26:49.167Z,2026-01-30T10:26:50.888Z,1721,FG-A,BATCH-1010,DAY,normal,0,0
5135,2026-01-30T10:26:50.888Z,2026-01-30T10:26:52.617Z,1729,FG-A,BATCH-1010,DAY,normal,0,0
5136,2026-01-30T10:26:52.617Z,2026-01-30T10:26:54.368Z,1751,FG-A,BATCH-1010,DAY,normal,0,0
5137,2026-01-30T10:26:54.368Z,2026-01-30T10:26:56.051Z,1683,FG-A,BATCH-1010,DAY,normal,0,0
5138,2026-01-30T10:26:56.051Z,2026-01-30T10:26:57.844Z,1793,FG-A,BATCH-1010,DAY,normal,0,0
5139,2026-01-30T10:26:57.844Z,2026-01-30T10:26:59.475Z,1631,FG-A,BATCH-1010,DAY,normal,0,0
5140,2026-01-30T10:26:59.475Z,2026-01-30T10:27:01.075Z,1600,FG-A,BATCH-1010,DAY,normal,0,0
5141,2026-01-30T10:27:01.075Z,2026-01-30T10:27:02.522Z,1447,FG-A,BATCH-1010,DAY,normal,0,0
5142,2026-01-30T10:27:02.522Z,2026-01-30T10:27:04.105Z,1583,FG-A,BATCH-1010,DAY,normal,0,0
5143,2026-01-30T10:27:04.105Z,2026-01-30T10:27:06.826Z,2721,FG-A,BATCH-1010,DAY,slow_cycle,0,1
5144,2026-01-30T10:27:06.826Z,2026-01-30T10:27:08.463Z,1637,FG-A,BATCH-1010,DAY,normal,0,0
5145,2026-01-30T10:27:08.463Z,2026-01-30T10:27:10.149Z,1686,FG-A,BATCH-1010,DAY,normal,0,0
5146,2026-01-30T10:27:10.149Z,2026-01-30T10:27:11.753Z,1604,FG-A,BATCH-1010,DAY,normal,0,0
5147,2026-01-30T10:27:11.753Z,2026-01-30T10:27:13.408Z,1655,FG-A,BATCH-1010,DAY,normal,0,0
5148,2026-01-30T10:27:13.408Z,2026-01-30T10:27:14.817Z,1409,FG-A,BATCH-1010,DAY,normal,0,0
5149,2026-01-30T10:27:14.817Z,2026-01-30T10:27:16.453Z,1636,FG-A,BATCH-1010,DAY,normal,0,0
5150,2026-01-30T10:27:16.453Z,2026-01-30T10:27:18.179Z,1726,FG-A,BATCH-1010,DAY,normal,0,0
5151,2026-01-30T10:27:18.179Z,2026-01-30T10:27:19.806Z,1627,FG-A,BATCH-1010,DAY,normal,0,0
5152,2026-01-30T10:27:19.806Z,2026-01-30T10:27:21.377Z,1571,FG-A,BATCH-1010,DAY,normal,0,0
5153,2026-01-30T10:27:21.377Z,2026-01-30T10:27:22.979Z,1602,FG-A,BATCH-1010,DAY,normal,0,0
5154,2026-01-30T10:27:22.979Z,2026-01-30T10:27:24.539Z,1560,FG-A,BATCH-1010,DAY,normal,0,0
5155,2026-01-30T10:27:24.539Z,2026-01-30T10:27:26.195Z,1656,FG-A,BATCH-1010,DAY,normal,0,0
5156,2026-01-30T10:27:26.195Z,2026-01-30T10:27:27.756Z,1561,FG-A,BATCH-1010,DAY,normal,0,0
5157,2026-01-30T10:27:27.756Z,2026-01-30T10:27:29.304Z,1548,FG-A,BATCH-1010,DAY,normal,0,0
5158,2026-01-30T10:27:29.304Z,2026-01-30T10:27:30.967Z,1663,FG-A,BATCH-1010,DAY,normal,0,0
5159,2026-01-30T10:27:30.967Z,2026-01-30T10:27:32.614Z,1647,FG-A,BATCH-1010,DAY,normal,0,0
5160,2026-01-30T10:27:32.614Z,2026-01-30T10:27:34.229Z,1615,FG-A,BATCH-1010,DAY,normal,0,0
5161,2026-01-30T10:27:34.229Z,2026-01-30T10:27:35.896Z,1667,FG-A,BATCH-1010,DAY,normal,0,0
5162,2026-01-30T10:27:35.896Z,2026-01-30T10:27:37.490Z,1594,FG-A,BATCH-1010,DAY,normal,0,0
5163,2026-01-30T10:27:37.490Z,2026-01-30T10:27:38.984Z,1494,FG-A,BATCH-1010,DAY,normal,0,0
5164,2026-01-30T10:27:38.984Z,2026-01-30T10:27:40.598Z,1614,FG-A,BATCH-1010,DAY,normal,0,0
5165,2026-01-30T10:27:40.598Z,2026-01-30T10:27:42.295Z,1697,FG-A,BATCH-1010,DAY,normal,0,0
5166,2026-01-30T10:27:42.295Z,2026-01-30T10:27:43.856Z,1561,FG-A,BATCH-1010,DAY,normal,0,0
5167,2026-01-30T10:27:43.856Z,2026-01-30T10:27:56.857Z,13001,FG-A,BATCH-1010,DAY,long_gap,1,1
5168,2026-01-30T10:27:56.857Z,2026-01-30T10:27:58.477Z,1620,FG-A,BATCH-1010,DAY,normal,0,0
5169,2026-01-30T10:27:58.477Z,2026-01-30T10:27:59.923Z,1446,FG-A,BATCH-1010,DAY,normal,0,0
5170,2026-01-30T10:27:59.923Z,2026-01-30T10:28:01.489Z,1566,FG-A,BATCH-1010,DAY,normal,0,0
5171,2026-01-30T10:28:01.489Z,2026-01-30T10:28:03.035Z,1546,FG-A,BATCH-1010,DAY,normal,0,0
5172,2026-01-30T10:28:03.035Z,2026-01-30T10:28:04.838Z,1803,FG-A,BATCH-1010,DAY,normal,0,0
5173,2026-01-30T10:28:04.838Z,2026-01-30T10:28:06.221Z,1383,FG-A,BATCH-1010,DAY,normal,0,0
5174,2026-01-30T10:28:06.221Z,2026-01-30T10:28:07.807Z,1586,FG-A,BATCH-1010,DAY,normal,0,0
5175,2026-01-30T10:28:07.807Z,2026-01-30T10:28:09.334Z,1527,FG-A,BATCH-1010,DAY,normal,0,0
5176,2026-01-30T10:28:09.334Z,2026-01-30T10:28:10.948Z,1614,FG-A,BATCH-1010,DAY,normal,0,0
5177,2026-01-30T10:28:10.948Z,2026-01-30T10:28:12.505Z,1557,FG-A,BATCH-1010,DAY,normal,0,0
5178,2026-01-30T10:28:12.505Z,2026-01-30T10:28:14.216Z,1711,FG-A,BATCH-1010,DAY,normal,0,0
5179,2026-01-30T10:28:14.216Z,2026-01-30T10:28:15.855Z,1639,FG-A,BATCH-1010,DAY,normal,0,0
5180,2026-01-30T10:28:15.855Z,2026-01-30T10:28:17.312Z,1457,FG-A,BATCH-1010,DAY,normal,0,0
5181,2026-01-30T10:28:17.312Z,2026-01-30T10:28:18.939Z,1627,FG-A,BATCH-1010,DAY,normal,0,0
5182,2026-01-30T10:28:18.939Z,2026-01-30T10:28:20.524Z,1585,FG-A,BATCH-1010,DAY,normal,0,0
5183,2026-01-30T10:28:20.524Z,2026-01-30T10:28:22.236Z,1712,FG-A,BATCH-1010,DAY,normal,0,0
5184,2026-01-30T10:28:22.236Z,2026-01-30T10:28:23.799Z,1563,FG-A,BATCH-1010,DAY,normal,0,0
5185,2026-01-30T10:28:23.799Z,2026-01-30T10:28:25.310Z,1511,FG-A,BATCH-1010,DAY,normal,0,0
5186,2026-01-30T10:28:25.310Z,2026-01-30T10:28:26.894Z,1584,FG-A,BATCH-1010,DAY,normal,0,0
5187,2026-01-30T10:28:26.894Z,2026-01-30T10:28:28.466Z,1572,FG-A,BATCH-1010,DAY,normal,0,0
5188,2026-01-30T10:28:28.466Z,2026-01-30T10:28:29.967Z,1501,FG-A,BATCH-1010,DAY,normal,0,0
5189,2026-01-30T10:28:29.967Z,2026-01-30T10:28:31.483Z,1516,FG-A,BATCH-1010,DAY,normal,0,0
5190,2026-01-30T10:28:31.483Z,2026-01-30T10:28:32.880Z,1397,FG-A,BATCH-1010,DAY,normal,0,0
5191,2026-01-30T10:28:32.880Z,2026-01-30T10:28:34.546Z,1666,FG-A,BATCH-1010,DAY,normal,0,0
5192,2026-01-30T10:28:34.546Z,2026-01-30T10:28:36.191Z,1645,FG-A,BATCH-1010,DAY,normal,0,0
5193,2026-01-30T10:28:36.191Z,2026-01-30T10:28:37.764Z,1573,FG-A,BATCH-1010,DAY,normal,0,0
5194,2026-01-30T10:28:37.764Z,2026-01-30T10:28:39.477Z,1713,FG-A,BATCH-1010,DAY,normal,0,0
5195,2026-01-30T10:28:39.477Z,2026-01-30T10:28:41.097Z,1620,FG-A,BATCH-1010,DAY,normal,0,0
5196,2026-01-30T10:28:41.097Z,2026-01-30T10:28:42.792Z,1695,FG-A,BATCH-1010,DAY,normal,0,0
5197,2026-01-30T10:28:42.792Z,2026-01-30T10:28:44.394Z,1602,FG-A,BATCH-1010,DAY,normal,0,0
5198,2026-01-30T10:28:44.394Z,2026-01-30T10:28:45.925Z,1531,FG-A,BATCH-1010,DAY,normal,0,0
5199,2026-01-30T10:28:45.925Z,2026-01-30T10:28:47.519Z,1594,FG-A,BATCH-1010,DAY,normal,0,0
5200,2026-01-30T10:28:47.519Z,2026-01-30T10:28:49.182Z,1663,FG-A,BATCH-1010,DAY,normal,0,0
5201,2026-01-30T10:28:49.182Z,2026-01-30T10:28:50.870Z,1688,FG-A,BATCH-1010,DAY,normal,0,0
5202,2026-01-30T10:28:50.870Z,2026-01-30T10:28:52.334Z,1464,FG-A,BATCH-1010,DAY,normal,0,0
5203,2026-01-30T10:28:52.334Z,2026-01-30T10:28:53.790Z,1456,FG-A,BATCH-1010,DAY,normal,0,0
5204,2026-01-30T10:28:53.790Z,2026-01-30T10:28:55.489Z,1699,FG-A,BATCH-1010,DAY,normal,0,0
5205,2026-01-30T10:28:55.489Z,2026-01-30T10:28:57.010Z,1521,FG-A,BATCH-1010,DAY,normal,0,0
5206,2026-01-30T10:28:57.010Z,2026-01-30T10:28:58.564Z,1554,FG-A,BATCH-1010,DAY,normal,0,0
5207,2026-01-30T10:28:58.564Z,2026-01-30T10:29:00.220Z,1656,FG-A,BATCH-1010,DAY,normal,0,0
5208,2026-01-30T10:29:00.220Z,2026-01-30T10:29:01.882Z,1662,FG-A,BATCH-1010,DAY,normal,0,0
5209,2026-01-30T10:29:01.882Z,2026-01-30T10:29:03.522Z,1640,FG-A,BATCH-1010,DAY,normal,0,0
5210,2026-01-30T10:29:03.522Z,2026-01-30T10:29:05.132Z,1610,FG-A,BATCH-1010,DAY,normal,0,0
5211,2026-01-30T10:29:05.132Z,2026-01-30T10:29:06.790Z,1658,FG-A,BATCH-1010,DAY,normal,0,0
5212,2026-01-30T10:29:06.790Z,2026-01-30T10:29:08.412Z,1622,FG-A,BATCH-1010,DAY,normal,0,0
5213,2026-01-30T10:29:08.412Z,2026-01-30T10:29:09.941Z,1529,FG-A,BATCH-1010,DAY,normal,0,0
5214,2026-01-30T10:29:09.941Z,2026-01-30T10:29:11.526Z,1585,FG-A,BATCH-1010,DAY,normal,0,0
5215,2026-01-30T10:29:11.526Z,2026-01-30T10:29:13.310Z,1784,FG-A,BATCH-1010,DAY,normal,0,0
5216,2026-01-30T10:29:13.310Z,2026-01-30T10:29:14.867Z,1557,FG-A,BATCH-1010,DAY,normal,0,0
5217,2026-01-30T10:29:14.867Z,2026-01-30T10:29:16.490Z,1623,FG-A,BATCH-1010,DAY,normal,0,0
5218,2026-01-30T10:29:16.490Z,2026-01-30T10:29:18.248Z,1758,FG-A,BATCH-1010,DAY,normal,0,0
5219,2026-01-30T10:29:18.248Z,2026-01-30T10:29:19.955Z,1707,FG-A,BATCH-1010,DAY,normal,0,0
5220,2026-01-30T10:29:19.955Z,2026-01-30T10:29:21.628Z,1673,FG-A,BATCH-1010,DAY,normal,0,0
5221,2026-01-30T10:29:21.628Z,2026-01-30T10:29:22.915Z,1287,FG-A,BATCH-1010,DAY,fast_cycle,0,0
5222,2026-01-30T10:29:22.915Z,2026-01-30T10:29:24.398Z,1483,FG-A,BATCH-1010,DAY,normal,0,0
5223,2026-01-30T10:29:24.398Z,2026-01-30T10:29:26.064Z,1666,FG-A,BATCH-1010,DAY,normal,0,0
5224,2026-01-30T10:29:26.064Z,2026-01-30T10:29:27.768Z,1704,FG-A,BATCH-1010,DAY,normal,0,0
5225,2026-01-30T10:29:27.768Z,2026-01-30T10:29:29.463Z,1695,FG-A,BATCH-1010,DAY,normal,0,0
5226,2026-01-30T10:29:29.463Z,2026-01-30T10:29:30.996Z,1533,FG-A,BATCH-1010,DAY,normal,0,0
5227,2026-01-30T10:29:30.996Z,2026-01-30T10:29:32.623Z,1627,FG-A,BATCH-1010,DAY,normal,0,0
5228,2026-01-30T10:29:32.623Z,2026-01-30T10:29:34.372Z,1749,FG-A,BATCH-1010,DAY,normal,0,0
5229,2026-01-30T10:29:34.372Z,2026-01-30T10:29:35.863Z,1491,FG-A,BATCH-1010,DAY,normal,0,0
5230,2026-01-30T10:29:35.863Z,2026-01-30T10:29:37.552Z,1689,FG-A,BATCH-1010,DAY,normal,0,0
5231,2026-01-30T10:29:37.552Z,2026-01-30T10:29:39.036Z,1484,FG-A,BATCH-1010,DAY,normal,0,0
5232,2026-01-30T10:29:39.036Z,2026-01-30T10:29:40.482Z,1446,FG-A,BATCH-1010,DAY,normal,0,0
5233,2026-01-30T10:29:40.482Z,2026-01-30T10:29:42.106Z,1624,FG-A,BATCH-1010,DAY,normal,0,0
5234,2026-01-30T10:29:42.106Z,2026-01-30T10:29:44.778Z,2672,FG-A,BATCH-1010,DAY,slow_cycle,0,1
5235,2026-01-30T10:29:44.778Z,2026-01-30T10:29:46.426Z,1648,FG-A,BATCH-1010,DAY,normal,0,0
5236,2026-01-30T10:29:46.426Z,2026-01-30T10:29:47.966Z,1540,FG-A,BATCH-1010,DAY,normal,0,0
5237,2026-01-30T10:29:47.966Z,2026-01-30T10:29:49.445Z,1479,FG-A,BATCH-1010,DAY,normal,0,0
5238,2026-01-30T10:29:49.445Z,2026-01-30T10:29:51.283Z,1838,FG-A,BATCH-1010,DAY,normal,0,0
5239,2026-01-30T10:29:51.283Z,2026-01-30T10:29:52.893Z,1610,FG-A,BATCH-1010,DAY,normal,0,0
5240,2026-01-30T10:29:52.893Z,2026-01-30T10:29:54.506Z,1613,FG-A,BATCH-1010,DAY,normal,0,0
5241,2026-01-30T10:29:54.506Z,2026-01-30T10:29:56.105Z,1599,FG-A,BATCH-1010,DAY,normal,0,0
5242,2026-01-30T10:29:56.105Z,2026-01-30T10:29:57.800Z,1695,FG-A,BATCH-1010,DAY,normal,0,0
5243,2026-01-30T10:29:57.800Z,2026-01-30T10:29:59.416Z,1616,FG-A,BATCH-1010,DAY,normal,0,0
5244,2026-01-30T10:29:59.416Z,2026-01-30T10:30:01.024Z,1608,FG-A,BATCH-1010,DAY,normal,0,0
5245,2026-01-30T10:30:01.024Z,2026-01-30T10:30:05.601Z,4577,FG-A,BATCH-1010,DAY,jam_recovery,0,1
5246,2026-01-30T10:30:05.601Z,2026-01-30T10:30:07.186Z,1585,FG-A,BATCH-1010,DAY,normal,0,0
5247,2026-01-30T10:30:07.186Z,2026-01-30T10:30:08.803Z,1617,FG-A,BATCH-1010,DAY,normal,0,0
5248,2026-01-30T10:30:08.803Z,2026-01-30T10:30:10.238Z,1435,FG-A,BATCH-1010,DAY,normal,0,0
5249,2026-01-30T10:30:10.238Z,2026-01-30T10:30:11.672Z,1434,FG-A,BATCH-1010,DAY,normal,0,0
5250,2026-01-30T10:30:11.672Z,2026-01-30T10:30:13.578Z,1906,FG-A,BATCH-1010,DAY,normal,0,0
5251,2026-01-30T10:30:13.578Z,2026-01-30T10:30:15.048Z,1470,FG-A,BATCH-1010,DAY,normal,0,0
5252,2026-01-30T10:30:15.048Z,2026-01-30T10:30:16.470Z,1422,FG-A,BATCH-1010,DAY,normal,0,0
5253,2026-01-30T10:30:16.470Z,2026-01-30T10:30:18.115Z,1645,FG-A,BATCH-1010,DAY,normal,0,0
5254,2026-01-30T10:30:18.115Z,2026-01-30T10:30:19.750Z,1635,FG-A,BATCH-1010,DAY,normal,0,0
5255,2026-01-30T10:30:19.750Z,2026-01-30T10:30:21.368Z,1618,FG-A,BATCH-1010,DAY,normal,0,0
5256,2026-01-30T10:30:21.368Z,2026-01-30T10:30:22.964Z,1596,FG-A,BATCH-1010,DAY,normal,0,0
5257,2026-01-30T10:30:22.964Z,2026-01-30T10:30:24.385Z,1421,FG-A,BATCH-1010,DAY,normal,0,0
5258,2026-01-30T10:30:24.385Z,2026-01-30T10:30:26.016Z,1631,FG-A,BATCH-1010,DAY,normal,0,0
5259,2026-01-30T10:30:26.016Z,2026-01-30T10:30:27.602Z,1586,FG-A,BATCH-1010,DAY,normal,0,0
5260,2026-01-30T10:30:27.602Z,2026-01-30T10:30:29.312Z,1710,FG-A,BATCH-1010,DAY,normal,0,0
5261,2026-01-30T10:30:29.312Z,2026-01-30T10:30:30.993Z,1681,FG-A,BATCH-1010,DAY,normal,0,0
5262,2026-01-30T10:30:30.993Z,2026-01-30T10:30:32.593Z,1600,FG-A,BATCH-1010,DAY,normal,0,0
5263,2026-01-30T10:30:32.593Z,2026-01-30T10:30:34.194Z,1601,FG-A,BATCH-1010,DAY,normal,0,0
5264,2026-01-30T10:30:34.194Z,2026-01-30T10:30:35.746Z,1552,FG-A,BATCH-1010,DAY,normal,0,0
5265,2026-01-30T10:30:35.746Z,2026-01-30T10:30:37.495Z,1749,FG-A,BATCH-1010,DAY,normal,0,0
5266,2026-01-30T10:30:37.495Z,2026-01-30T10:30:39.215Z,1720,FG-A,BATCH-1010,DAY,normal,0,0
5267,2026-01-30T10:30:39.215Z,2026-01-30T10:30:40.788Z,1573,FG-A,BATCH-1010,DAY,normal,0,0
5268,2026-01-30T10:30:40.788Z,2026-01-30T10:30:42.475Z,1687,FG-A,BATCH-1010,DAY,normal,0,0
5269,2026-01-30T10:30:42.475Z,2026-01-30T10:30:43.967Z,1492,FG-A,BATCH-1010,DAY,normal,0,0
5270,2026-01-30T10:30:43.967Z,2026-01-30T10:30:45.426Z,1459,FG-A,BATCH-1010,DAY,normal,0,0
5271,2026-01-30T10:30:45.426Z,2026-01-30T10:30:47.037Z,1611,FG-A,BATCH-1010,DAY,normal,0,0
5272,2026-01-30T10:30:47.037Z,2026-01-30T10:30:48.639Z,1602,FG-A,BATCH-1010,DAY,normal,0,0
5273,2026-01-30T10:30:48.639Z,2026-01-30T10:30:50.314Z,1675,FG-A,BATCH-1010,DAY,normal,0,0
5274,2026-01-30T10:30:50.314Z,2026-01-30T10:30:59.532Z,9218,FG-A,BATCH-1010,DAY,long_gap,1,1
5275,2026-01-30T10:30:59.532Z,2026-01-30T10:31:00.963Z,1431,FG-A,BATCH-1010,DAY,normal,0,0
5276,2026-01-30T10:31:00.963Z,2026-01-30T10:31:02.508Z,1545,FG-A,BATCH-1010,DAY,normal,0,0
5277,2026-01-30T10:31:02.508Z,2026-01-30T10:31:04.224Z,1716,FG-A,BATCH-1010,DAY,normal,0,0
5278,2026-01-30T10:31:04.224Z,2026-01-30T10:31:05.790Z,1566,FG-A,BATCH-1010,DAY,normal,0,0
